S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
CONTIG	contig_100	31570	unaligned
CONTIG	contig_101	35424	unaligned
CONTIG	contig_102	357668	unaligned
CONTIG	contig_103	1124	unaligned
CONTIG	contig_104	95082	unaligned
CONTIG	contig_105	90116	unaligned
CONTIG	contig_106	275593	unaligned
CONTIG	contig_107	110519	unaligned
CONTIG	contig_108	2972	unaligned
CONTIG	contig_109	9104	unaligned
CONTIG	contig_110	24071	unaligned
CONTIG	contig_111	85733	unaligned
CONTIG	contig_112	24589	unaligned
CONTIG	contig_114	80195	unaligned
CONTIG	contig_115	30469	unaligned
CONTIG	contig_117	2173	unaligned
CONTIG	contig_118	51848	unaligned
CONTIG	contig_119	116965	unaligned
CONTIG	contig_120	147984	unaligned
CONTIG	contig_121	1795	unaligned
CONTIG	contig_122	1494	unaligned
1	418523	418382	1	Pseudomonas_aeruginosa_complete_genome_Pseudomonas_aeruginosa_complete_genome_Pseudomonas_aeruginosa_complete_genome	contig_123	99.96		True
fake: not a misassembly [linear representation of circular genome]
2943270	6792330	4265993	418383	Pseudomonas_aeruginosa_complete_genome_Pseudomonas_aeruginosa_complete_genome_Pseudomonas_aeruginosa_complete_genome	contig_123	99.95		True
indel: stretch of mismatches
418524	2943269	6789858	4265994	Pseudomonas_aeruginosa_complete_genome_Pseudomonas_aeruginosa_complete_genome_Pseudomonas_aeruginosa_complete_genome	contig_123	99.95		True
CONTIG	contig_123	6789858	correct
1585	6004	4419	1	Staphylococcus_aureus_complete_genome_Staphylococcus_aureus_complete_genome_Staphylococcus_aureus_plasmid1	contig_124	99.98		True
CONTIG	contig_124	4419	correct
1	2505548	2504388	1	Bacillus_subtilis_complete_genome_Bacillus_subtilis_complete_genome_BS.pilon.polished.v3.ST170922	contig_125	99.95		True
fake: not a misassembly [linear representation of circular genome]
3765106	4045677	2784820	2504389	Bacillus_subtilis_complete_genome_Bacillus_subtilis_complete_genome_BS.pilon.polished.v3.ST170922	contig_125	99.95		True
interspecies translocation
1	1296	2786116	2784821	Staphylococcus_aureus_complete_genome_Staphylococcus_aureus_complete_genome_Staphylococcus_aureus_plasmid3	contig_125	100.0		True
indel: indel (> 5bp) [linear representation of circular genome]
1243	2993	2787866	2786117	Staphylococcus_aureus_complete_genome_Staphylococcus_aureus_complete_genome_Staphylococcus_aureus_plasmid3	contig_125	99.94		True
interspecies translocation
2955758	3765105	3596856	2787867	Bacillus_subtilis_complete_genome_Bacillus_subtilis_complete_genome_BS.pilon.polished.v3.ST170922	contig_125	99.95		True
relocation, inconsistency = 15581
2505555	2940176	4031312	3596857	Bacillus_subtilis_complete_genome_Bacillus_subtilis_complete_genome_BS.pilon.polished.v3.ST170922	contig_125	99.96		True
CONTIG	contig_125	4031312	misassembled
CONTIG	contig_126	7041	unaligned
CONTIG	contig_127	18204	unaligned
CONTIG	contig_128	38042	unaligned
1414629	2718780	1	1303879	Staphylococcus_aureus_complete_genome_Staphylococcus_aureus_complete_genome_Staphylococcus_aureus_chromosome	contig_129	99.98		True
fake: not a misassembly [linear representation of circular genome]
1	1414628	1303880	2718270	Staphylococcus_aureus_complete_genome_Staphylococcus_aureus_complete_genome_Staphylococcus_aureus_chromosome	contig_129	99.98		True
CONTIG	contig_129	2718270	correct
CONTIG	contig_13	61190	unaligned
CONTIG	contig_130	5895	unaligned
CONTIG	contig_131	9607	unaligned
295551	308589	19382	32431	Listeria_monocytogenes_complete_genome_Listeria_monocytogenes_complete_genome_Listeria_monocytogenes_complete_genome	contig_132	99.87		True
CONTIG	contig_132	49993	correct_unaligned
CONTIG	contig_134	56133	unaligned
CONTIG	contig_135	10961	unaligned
CONTIG	contig_136	12155	unaligned
CONTIG	contig_137	87348	unaligned
702	1264	563	1	Staphylococcus_aureus_complete_genome_Staphylococcus_aureus_complete_genome_Staphylococcus_aureus_plasmid1	contig_138	100.0		True
local misassembly [linear representation of circular genome]
6009	6073	628	564	Staphylococcus_aureus_complete_genome_Staphylococcus_aureus_complete_genome_Staphylococcus_aureus_plasmid1	contig_138	100.0		True
CONTIG	contig_138	628	correct
1	808	808	1	Staphylococcus_aureus_complete_genome_Staphylococcus_aureus_complete_genome_Staphylococcus_aureus_plasmid1	contig_139	100.0		True
indel: indel (> 5bp) [linear representation of circular genome]
6085	6337	1091	839	Staphylococcus_aureus_complete_genome_Staphylococcus_aureus_complete_genome_Staphylococcus_aureus_plasmid1	contig_139	100.0		True
CONTIG	contig_139	1091	correct
CONTIG	contig_14	16650	unaligned
3047	3559	513	1	Staphylococcus_aureus_complete_genome_Staphylococcus_aureus_complete_genome_Staphylococcus_aureus_plasmid1	contig_140	100.0		True
CONTIG	contig_140	513	correct
3119687	4765434	1	1645248	Escherichia_coli_complete_genome_Escherichia_coli_complete_genome_Escherichia_coli_chromosome	contig_141	99.95		True
fake: not a misassembly [linear representation of circular genome]
1	3080515	1645249	4724719	Escherichia_coli_complete_genome_Escherichia_coli_complete_genome_Escherichia_coli_chromosome	contig_141	99.95		True
CONTIG	contig_141	4724719	correct
CONTIG	contig_142	5181	unaligned
CONTIG	contig_144	18180	unaligned
CONTIG	contig_145	456389	unaligned
CONTIG	contig_147	4550	unaligned
CONTIG	contig_148	4361	unaligned
CONTIG	contig_149	10279	unaligned
CONTIG	contig_15	310106	unaligned
CONTIG	contig_150	77906	unaligned
CONTIG	contig_151	4038	unaligned
CONTIG	contig_152	3337	unaligned
CONTIG	contig_153	232890	unaligned
CONTIG	contig_154	3030	unaligned
CONTIG	contig_155	1944	unaligned
CONTIG	contig_156	8168	unaligned
CONTIG	contig_157	45934	unaligned
3078270	3114351	1	36077	Escherichia_coli_complete_genome_Escherichia_coli_complete_genome_Escherichia_coli_chromosome	contig_158	99.98		True
CONTIG	contig_158	36077	correct
3119682	3128922	1	9246	Escherichia_coli_complete_genome_Escherichia_coli_complete_genome_Escherichia_coli_chromosome	contig_159	99.81		True
CONTIG	contig_159	9274	correct
CONTIG	contig_16	75616	unaligned
CONTIG	contig_160	567483	unaligned
CONTIG	contig_161	4455	unaligned
CONTIG	contig_162	12940	unaligned
CONTIG	contig_163	164961	unaligned
CONTIG	contig_164	538947	unaligned
CONTIG	contig_166	29254	unaligned
CONTIG	contig_167	740603	unaligned
CONTIG	contig_168	81510	unaligned
CONTIG	contig_170	256648	unaligned
CONTIG	contig_171	21925	unaligned
CONTIG	contig_172	367120	unaligned
672771	674288	6492	8009	Lactobacillus_fermentum_complete_genome_Lactobacillus_fermentum_complete_genome_Lactobacillus_fermentum_complete_genome	contig_173	100.0		True
CONTIG	contig_173	8013	correct_unaligned
CONTIG	contig_174	433145	unaligned
CONTIG	contig_175	104330	unaligned
CONTIG	contig_176	10113	unaligned
CONTIG	contig_177	59633	unaligned
CONTIG	contig_18	930943	unaligned
CONTIG	contig_187	575	unaligned
CONTIG	contig_19	512481	unaligned
CONTIG	contig_191	1800	unaligned
CONTIG	contig_194	3759	unaligned
CONTIG	contig_195	4066	unaligned
CONTIG	contig_198	5949	unaligned
CONTIG	contig_199	15381	unaligned
CONTIG	contig_2	67118	unaligned
CONTIG	contig_20	1452	unaligned
CONTIG	contig_201	10638	unaligned
